Sector,Gas,Activity,Additional aggregation,Category,Year,Emissions
Electricity Generation,CO2,Energy,,Coal,1994,33491547.26
Electricity Generation,CO2,Energy,,Oil,1994,839740.6672
Transportation,CO2,Energy,,Natural Gas Transmission,1990,713984.4294
Electricity Generation,CO2,Energy,,Other,1994,557459.0976
Electricity Generation,CO2,Energy,,FGD,1994,2102.2706
Electricity Generation,CO2,Energy,,Energy-Net Electricity Imports,1994,10020921.11
Electricity Generation,CO,Energy,,Coal,1994,4153.7833
Electricity Generation,CO,Energy,,Oil,1994,112.9326
Electricity Generation,CO2,Energy,,Natural gas,1996,568820.924
Electricity Generation,CO,Energy,,Other,1994,1634.0628
Electricity Generation,CO,Energy,,Energy-Net Electricity Imports,1994,1733.479
Electricity Generation,SF6,Energy,,Energy,1994,24.7163
Electricity Generation,SF6,Energy,,Energy-Net Electricity Imports,1994,6.9852
Electricity Generation,Biomass CO2,Biomass,,Solid biomass,1994,1435553.542
Electricity Generation,Biomass CO2,Biomass,,Liquid biofuels,1994,0
Electricity Generation,Biomass CO2,Biomass,,Biogas,1994,9285.8828
Waste,N2O,Energy,Incinerated Waste,Waste Sector RDF (energy),1994,3.7676
Waste,N2O,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),1994,3.2715
Waste,N2O,Energy,Incinerated Waste,Sludge Incineration (energy),1994,2.3811
Waste,N2O,Energy,Associated Incinerator Fuels,Bituminous coal,1994,0
Waste,N2O,Energy,Associated Incinerator Fuels,Wood,1994,0.3468
Waste,N2O,Energy,Associated Incinerator Fuels,Natural gas-steam,1994,0.7596
Waste,N2O,Energy,Associated Incinerator Fuels,Propane,1994,0.3032
Waste,N2O,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,1994,0.0238
Waste,N2O,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,1994,0.0028
Waste,N2O,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,1994,0.0027
Waste,N2O,Energy,Waste Processing,Landfill Operations (energy),1994,0.2039
Waste,N2O,Energy,Waste Processing,Yard Waste Preprocessing (energy),1994,0.0738
Waste,N2O,Energy,Waste Processing,MMSW Compost Preprocessing (energy),1994,0.009
Waste,N2O,Energy,Waste Processing,MRF (energy),1994,0.1575
Waste,N2O,Energy,Waste Processing,RDF Processing (energy),1994,0.0647
Waste,N2O,Energy,Waste Processing,Incinerator Ash Disposal (energy),1994,0.0001
Waste,N2O,Energy,Waste Processing,Hazardous Waste (energy),1994,7.7849
Waste,N2O,Waste,,LFG Combustion/Flaring,1994,0.0354
Waste,N2O,Waste,,Rural Open Burning,1994,12.1709
Waste,N2O,Waste,,Medical Waste Incineration,1994,0.5057
Waste,N2O,Waste,,Misc. Industrial/Comm Waste Incineration,1994,1.2779
Waste,N2O,Waste,,Municipal Wastewater,1994,260.9939
Waste,N2O,Waste,,Biosolids Land Application,1994,83.0839
Waste,N2O,Waste,,MMSW Waste Composting ,1994,22.0475
Waste,CH4,Energy,Incinerated Waste,Waste Sector RDF (energy),1994,0.0417
Waste,CH4,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),1994,0.0362
Waste,CH4,Energy,Incinerated Waste,Sludge Incineration (energy),1994,297.8333
Waste,CH4,Energy,Associated Incinerator Fuels,Bituminous coal,1994,0
Waste,CH4,Energy,Associated Incinerator Fuels,Wood,1994,0.5466
Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-steam,1994,0.7596
Waste,CH4,Energy,Associated Incinerator Fuels,Propane,1994,0.0682
Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,1994,0.0119
Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,1994,0.3222
Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,1994,0.0051
Waste,CH4,Energy,Waste Processing,Landfill Operations (energy),1994,0.4587
Waste,CH4,Energy,Waste Processing,Yard Waste Preprocessing (energy),1994,0.1661
Waste,CH4,Energy,Waste Processing,MMSW Compost Preprocessing (energy),1994,0.0203
Waste,CH4,Energy,Waste Processing,MRF (energy),1994,0.3543
Waste,CH4,Energy,Waste Processing,RDF Processing (energy),1994,0.1456
Waste,CH4,Energy,Waste Processing,Incinerator Ash Disposal (energy),1994,0.0003
Waste,CH4,Waste,,LFG Combustion/Flaring,1994,102.84
Waste,CH4,Waste,,Rural Open Burning,1994,527.4046
Waste,CH4,Waste,,Municipal Wastewater,1994,16423.3349
Waste,CH4,Waste,,MMSW composting,1994,232.964
Waste,CH4,Waste,,MMSW Landfills,1994,179942.5474
Waste,CH4,Waste,,Industrial Landfills,1994,3192.9454
Waste,CO2,Energy,Incinerated Waste,Waste Sector RDF (energy),1994,13739.9296
Waste,CO2,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),1994,10199.8908
Waste,CO2,Energy,Associated Incinerator Fuels,Bituminous coal,1994,0
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-steam,1994,44623.8177
Waste,CO2,Energy,Associated Incinerator Fuels,Residual fuel oil,1994,5205.6536
Waste,CO2,Energy,Associated Incinerator Fuels,Waste solvent,1994,10459.7773
Waste,CO2,Energy,Associated Incinerator Fuels,Propane,1994,4679.1596
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,1994,4394.8688
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,1994,69.5305
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,1994,95.0248
Waste,CO2,Energy,Waste Processing,Landfill Operations (energy),1994,8163.5415
Waste,CO2,Energy,Waste Processing,Yard Waste Preprocessing (energy),1994,2955.4831
Waste,CO2,Energy,Waste Processing,MMSW Compost Preprocessing (energy),1994,361.9366
Waste,CO2,Energy,Waste Processing,MRF (energy),1994,6304.9063
Waste,CO2,Energy,Waste Processing,RDF Processing (energy),1994,2591.0325
Waste,CO2,Energy,Waste Processing,Incinerator Ash Disposal (energy),1994,4.9107
Waste,CO2,Energy,Waste Processing,Hazardous Waste (energy),1994,75457.7229
Waste,CO2,Waste,,Rural Open Burning,1994,24851.8836
Waste,CO2,Waste,,Medical Waste Incineration,1994,3819.692
Waste,CO2,Waste,,Misc. Industrial/Comm Waste Incineration,1994,4828.8121
Waste,CO2,Waste,,Limestone use,1994,0
Waste,CO2,Waste,,Sequestration in demolition/construction/landfills,1994,-704714.31
Waste,CO,Energy,Incinerated Waste,Waste Sector RDF (energy),1994,24.71
Waste,CO,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),1994,26.56
Waste,CO,Energy,Incinerated Waste,Sludge Incineration (energy),1994,554.87
Waste,CO,Energy,Waste Processing,Landfill Operations (energy),1994,42.0856
Waste,CO,Energy,Waste Processing,Yard Waste Preprocessing (energy),1994,15.2364
Waste,CO,Energy,Waste Processing,MMSW Compost Preprocessing (energy),1994,1.8659
Waste,CO,Energy,Waste Processing,MRF (energy),1994,32.5038
Waste,CO,Energy,Waste Processing,RDF Processing (energy),1994,13.3576
Waste,CO,Energy,Waste Processing,Incinerator Ash Disposal (energy),1994,0.0253
Waste,CO,Waste,,LFG Flaring,1994,3.79
Waste,CO,Waste,,Rural Open Burning,1994,37193.2805
Waste,CO,Waste,,Medical Waste Incineration,1994,18.7
Waste,CO,Waste,,Soil Roasting,1994,174.2
Waste,CO,Waste,,Hazardous Waste,1994,7.9
Waste,Biogenic CO2,Biomass,,RDF,1994,22742.4566
Waste,Biogenic CO2,Biomass,,MMSW-mass burn,1994,20279.7504
Waste,Biogenic CO2,Biomass,,Wood,1994,5713.9555
Waste,Biogenic CO2,Biomass,,Dried municipal sludge,1994,137585.7584
Waste,Biogenic CO2,Biomass,,Biodiesel,1994,0
Waste,Biogenic CO2,Biomass,,LFG (energy production),1994,9370.8584
Waste,Biogenic CO2,Biomass,,Rural open burning,1994,49411.3129
Waste,Biogenic CO2,Biomass,,Commercial/industrial incineration,1994,9723.3928
Waste,Biogenic CO2,Biomass,,Medical waste incineration,1994,3375.4086
Waste,Biogenic CO2,Biomass,,MMSW landfills,1994,519872.7576
Waste,Biogenic CO2,Biomass,,Industrial landfills,1994,17610.9696
Waste,Biogenic CO2,Biomass,,LFG flaring,1994,18797.762
Waste,Biogenic CO2,Biomass,,WWTP gas flaring,1994,8418.0336
Waste,Biogenic CO2,Biomass,,WWTP ,1994,28983.5452
Residential,N2O,Energy,,Coal,1994,0.0849
Residential,N2O,Energy,,Oil,1994,14.9422
Electricity Generation,CO2,Energy,,Natural gas,1994,566940.7423
Residential,N2O,Energy,,Other,1994,59.1734
Residential,N2O,other,,Lawn Fertilizer,1994,77.6159
Residential,CH4,Energy,,Coal,1994,16.9718
Residential,CH4,Energy,,Oil,1994,306.4745
Electricity Generation,CO2,Energy,,Natural gas,1991,553839.3508
Residential,CH4,Energy,,Other,1994,4438.0082
Residential,CO2,Energy,,Coal,1994,5003.3609
Residential,CO2,Energy,,Oil,1994,2744134.161
Electricity Generation,CO2,Energy,,Natural gas,1992,506776.7275
Residential,CO2,other,,"Soaps, detergents, shampoos",1994,78086.3194
Residential,CO2,other,,Food additives,1994,11712.9479
Residential,CO2,other,,Sequestration in housing units,1994,-768893.8304
Residential,CO,Energy,,Coal,1994,0.6447
Residential,CO,Energy,,Oil,1994,458.3511
Electricity Generation,CO2,Energy,,Natural gas,1990,485641.9568
Residential,CO,Energy,,Other,1994,82486.3333
Residential,Ethane,Energy,,Other,1994,278.25
Residential,HFC-134a,Energy,,Refrigeration,1994,0.0689
Residential,HFC-134a,Energy,,Air conditioning,1994,0
Residential,HFC-32,Energy,,Air conditioning,1994,0
Residential,HFC-125,Energy,,Air conditioning,1994,0
Residential,Biomass CO2,Biomass,,Solid biomass,1994,1807300.586
Industrial,N2O,Energy,Stationary source,Coal,1994,55.4669
Industrial,N2O,Energy,Stationary source,Oil,1994,19.5341
Electricity Generation,CO2,Energy,,Natural gas,1993,401888.0253
Industrial,N2O,Energy,Stationary source,Other,1994,63.1761
Industrial,N2O,Energy,Off-highway vehicle,Oil,1994,12.8913
Industrial,N2O,Energy,Off-highway vehicle,Other,1994,0.0716
Industrial,CH4,Energy,Stationary source,Coal,1994,369.7792
Industrial,CH4,Energy,Stationary source,Oil,1994,171.9529
Transportation,CH4,Energy,,Natural Gas Transmission,2010,46109.5257
Industrial,CH4,Energy,Stationary source,Other,1994,400.7705
Industrial,CH4,Energy,Off-highway vehicle,Oil,1994,29.0055
Industrial,CH4,Energy,Off-highway vehicle,Other,1994,0.161
Industrial,CH4,Energy,,Coal storage,1994,492.6457
Industrial,CH4,Energy,,Oil Refining,1994,1154.6653
Industrial,CH4,other,,Peat mining,1994,540.121
Industrial,CH4,other,,Industrial wastewater treatment,1994,6320.8637
Industrial,CO2,Energy,,Coal,1994,3507135.576
Industrial,CO2,Energy,,Oil,1994,5939252.622
Transportation,CH4,Energy,,Natural Gas Transmission,2008,45163.207
Industrial,CO2,other,,Taconite induration ,1994,1349735.432
Industrial,CO2,other,,Steel production,1994,0
Industrial,CO2,other,,Ammonia Manufacture,1994,32400
Industrial,CO2,other,,Glass manufacture,1994,7954.6078
Industrial,CO2,other,,Secondary lead production,1994,0
Industrial,CO2,other,,Paraffinic wax consumption,1994,37720.9541
Industrial,CO2,other,,Peat Mining/Use,1994,49942.5264
Industrial,CO2,other,,Industrial solvent release,1994,31685.2226
Industrial,CO2,other,,Other industrial VOC and TRI releases,1994,335683.0108
Industrial,CO,Energy,,Coal,1994,1551.6667
Industrial,CO,Energy,,Oil,1994,35367.3333
Transportation,CH4,Energy,,Natural Gas Transmission,2007,45151.4477
Industrial,CO,Energy,,Other,1994,74344.3333
Industrial,CO,Energy,,Oil Refining,1994,58085.2667
Industrial,CO,other,,Other industrial process,1994,6646.3933
Industrial,CO as CO2,Energy,,Oil Refining,1994,91315.2669
Industrial,CO as CO2,other,,Other industrial process,1994,10448.7285
Industrial,HFCs,other,,Insulating foam manufacture,1994,0
Industrial,SF6,other,,Magnesium casting,1994,9.2404
Industrial,Biomass CO2,Biomass,,Solid biomass,1994,2025925.262
Industrial,Biomass CO2,Biomass,,Liquid biofuels,1994,2735.0192
Industrial,Biomass CO2,Biomass,,Biogas,1994,9016.6807
Transportation,N2O,Energy,,Passenger Cars,1994,1754.1532
Transportation,N2O,Energy,,Light-Duty Trucks,1994,1412.4863
Transportation,N2O,Energy,,Heavy-Duty Trucks,1994,58.1419
Transportation,N2O,Energy,,School Bus,1994,2.2454
Transportation,N2O,Energy,,Transit Bus,1994,0.2707
Transportation,N2O,Energy,,Motorcycle,1994,2.8025
Transportation,N2O,Energy,,RV,1994,12.9575
Transportation,N2O,Energy,,Federal Bus,1994,0.0019
Transportation,N2O,Energy,,Railroad,1994,34.3937
Transportation,N2O,Energy,,Marine,1994,8.9981
Transportation,N2O,Energy,,Military and Other Off-highway,1994,0
Transportation,N2O,Energy,,Aviation,1994,125.9695
Transportation,CH4,Energy,,Natural Gas Transmission,2009,44965.5539
Transportation,CH4,Energy,,Passenger Cars,1994,2315.5353
Transportation,CH4,Energy,,Light-Duty Trucks,1994,1547.9193
Transportation,CH4,Energy,,Heavy-Duty Trucks,1994,213.8193
Transportation,CH4,Energy,,School Bus,1994,6.3073
Transportation,CH4,Energy,,Transit Bus,1994,0.2816
Transportation,CH4,Energy,,Motorcycle,1994,28.2224
Transportation,CH4,Energy,,RV,1994,7.6759
Transportation,CH4,Energy,,Federal Bus,1994,0.0011
Transportation,CH4,Energy,,Railroad,1994,107.4804
Transportation,CH4,Energy,,Marine,1994,22.2135
Transportation,CH4,Energy,,Aviation,1994,155.9184
Transportation,CH4,Energy,,Natural Gas Transmission,2005,44720.7412
Transportation,CO2,Energy,,Passenger Cars,1994,11674288.18
Transportation,CO2,Energy,,Light-Duty Trucks,1994,8011296.828
Transportation,CO2,Energy,,Heavy-Duty Trucks,1994,5350278.391
Transportation,CO2,Energy,,School Bus,1994,255242.6096
Transportation,CO2,Energy,,Transit Bus,1994,129730.8385
Transportation,CO2,Energy,,Motorcycle,1994,60590.17
Transportation,CO2,Energy,,RV,1994,360799.036
Transportation,CO2,Energy,,Federal Bus,1994,32.4349
Transportation,CO2,Energy,,Railroad,1994,1377147.765
Transportation,CO2,Energy,,Marine,1994,323281.2613
Transportation,CO2,Energy,,Military and Other Off-highway,1994,2271.104
Transportation,CO2,Energy,,Aviation,1994,3992287.918
Transportation,CH4,Energy,,Natural Gas Transmission,2006,44600.586
Transportation,CO,Energy,,Passenger Cars,1994,1113090.339
Transportation,CO,Energy,,Light-Duty Trucks,1994,655957.6819
Transportation,CO,Energy,,Heavy-Duty Trucks,1994,147819.4701
Transportation,CO,Energy,,Railroad,1994,2167.3333
Transportation,CO,Energy,,Marine,1994,3877
Transportation,CO,Energy,,Military and Other Off-highway,1994,514501.6667
Transportation,CO,Energy,,Aviation,1994,4565.3333
Transportation,CH4,Energy,,Natural Gas Transmission,2004,44349.8521
Transportation,CH4,Energy,,Natural Gas Transmission,2003,43901.5091
Transportation,CH4,Energy,,Natural Gas Transmission,2000,42070.7968
Transportation,CH4,Energy,,Natural Gas Transmission,1999,41961.7809
Transportation,HFC-134a,Energy,,MAC,1994,28.4301
Transportation,Biomass CO2,Biomass,,Passenger Cars,1994,436306.8044
Transportation,Biomass CO2,Biomass,,Light-Duty Trucks,1994,294512.1555
Transportation,Biomass CO2,Biomass,,Heavy-Duty Trucks,1994,20247.784
Transportation,Biomass CO2,Biomass,,School Bus,1994,877.187
Transportation,Biomass CO2,Biomass,,Transit Bus,1994,12.8077
Transportation,Biomass CO2,Biomass,,Motorcycle,1994,2262.6767
Transportation,Biomass CO2,Biomass,,RV,1994,11459.996
Transportation,Biomass CO2,Biomass,,Federal Bus,1994,1.2148
Transportation,Biomass CO2,Biomass,,Marine,1994,11114.2252
Transportation,Biomass CO2,Biomass,,Military and Other Off-highway,1994,0
Transportation,Biomass CO2,Biomass,,Other,1994,0
Agriculture,N2O,Energy,,Oil,1995,60.7554
Agriculture,N2O,Energy,,Other,1995,0.4079
Agriculture,N2O,Agriculture,,Agricultural Burning,1995,108.8893
Agriculture,N2O,Agriculture,,Crop Residues ,1995,4497.2298
Agriculture,N2O,Agriculture,,Cultivated Histosols,1995,1011.0492
Agriculture,N2O,Agriculture,,Deposition ,1995,1614.3108
Agriculture,N2O,Agriculture,,Feedlot ,1995,3473.5918
Agriculture,N2O,Agriculture,,Fertilizer ,1995,9217.007
Agriculture,N2O,Agriculture,,Legumes ,1995,5546.7725
Agriculture,N2O,Agriculture,,Prescribed Burn ,1995,0
Agriculture,N2O,Agriculture,,Manure Soil Applications ,1995,2122.1243
Agriculture,N2O,Agriculture,,Runoff ,1995,3563.1813
Agriculture,N2O,Agriculture,,Wildfire ,1995,42.3905
Agriculture,CH4,Energy,,Oil,1995,395.3505
Agriculture,CH4,Energy,,Other,1995,2.2944
Agriculture,CH4,Agriculture,,Agricultural Burning,1995,2491.2415
Agriculture,CH4,Agriculture,,Manure ,1995,73441.7645
Agriculture,CH4,Agriculture,,Prescribed Burn ,1995,0
Agriculture,CH4,Agriculture,,Ruminants ,1995,239914.1295
Agriculture,CH4,Agriculture,,Wild Rice ,1995,4535.8967
Agriculture,CH4,Agriculture,,Wildfire ,1995,787.0652
Agriculture,CO2,Energy,,Oil,1995,3159372.916
Agriculture,CO2,Agriculture,,Erosion ,1995,106725.9122
Agriculture,CO2,Agriculture,,Histosol Cultivation ,1995,5158284.304
Agriculture,CO2,Agriculture,,Liming of Fields ,1995,42657.3109
Agriculture,CO2,Agriculture,,Urea Applications ,1995,340037.538
Agriculture,CO,Energy,,Energy,1995,21338.3333
Agriculture,Biomass CO2,Biomass,,Ethanol,1995,15590.2701
Agriculture,Biomass CO2,Biomass,,Biodiesel,1995,0
Agriculture,Biomass CO2,Agriculture,,Prescribed Burn ,1995,0
Commercial,N2O,Energy,,Coal,1995,5.0526
Commercial,N2O,Energy,,Oil,1995,4.5183
Transportation,CH4,Energy,,Natural Gas Transmission,2002,41943.1846
Commercial,N2O,Energy,,Other,1995,5.0996
Commercial,N2O,other,,Medical Uses,1995,293.1996
Commercial,CH4,Energy,,Coal,1995,33.6842
Commercial,CH4,Energy,,Oil,1995,84.1843
Transportation,CH4,Energy,,Natural Gas Transmission,1997,41517.7973
Commercial,CH4,Energy,,Other,1995,381.5424
Commercial,CO2,Energy,,Coal,1995,323538.6132
Commercial,CO2,Energy,,Oil,1995,687921.3088
Transportation,CH4,Energy,,Natural Gas Transmission,1998,41507.9062
Commercial,CO2,Energy,,Other,1995,0
Commercial,CO2,other,,Limestone use,1995,0
Commercial,CO2,other,,Solvent uses,1995,101364.5315
Commercial,CO,Energy,,Coal,1995,193.8333
Commercial,CO,Energy,,Oil,1995,835.67
Transportation,CH4,Energy,,Natural Gas Transmission,2001,40849.3007
Commercial,CO,Energy,,Other,1995,112.3333
Commercial,Biomass CO2,Biomass,,Solid biomass,1995,155268.7171
Commercial,Biomass CO2,Biomass,,Liquid biofuels,1995,2144.6675
Electricity Generation,N2O,Energy,,Coal,1995,293.7444
Electricity Generation,N2O,Energy,,Oil,1995,79.3147
Transportation,CH4,Energy,,Natural Gas Transmission,1996,39972.3704
Electricity Generation,N2O,Energy,,Other,1995,186.6001
Electricity Generation,N2O,Energy,,Energy-Net Electricity Imports,1995,188.8496
Electricity Generation,CH4,Energy,,Coal,1995,232.6143
Electricity Generation,CH4,Energy,,Oil,1995,10.9298
Transportation,CH4,Energy,,Natural Gas Transmission,1995,37443.78
Electricity Generation,CH4,Energy,,Other,1995,207.0435
Electricity Generation,CH4,Energy,,Hydroelectric,1995,212.4047
Electricity Generation,CH4,Energy,,Coal storage,1995,2346.4904
Electricity Generation,CH4,Energy,,Energy-Net Electricity Imports,1995,998.5829
Electricity Generation,CO2,Energy,,Coal,1995,33782840.05
Electricity Generation,CO2,Energy,,Oil,1995,663322.752
Transportation,CH4,Energy,,Natural Gas Transmission,1993,36764.8458
Electricity Generation,CO2,Energy,,Other,1995,552422.7608
Electricity Generation,CO2,Energy,,FGD,1995,1858.2296
Electricity Generation,CO2,Energy,,Energy-Net Electricity Imports,1995,11726308.01
Electricity Generation,CO,Energy,,Coal,1995,3649.0778
Electricity Generation,CO,Energy,,Oil,1995,111.5574
Transportation,CH4,Energy,,Natural Gas Transmission,1994,36607.9286
Electricity Generation,CO,Energy,,Other,1995,2336.0841
Electricity Generation,CO,Energy,,Energy-Net Electricity Imports,1995,2115.2661
Electricity Generation,SF6,Energy,,Energy,1995,24.6711
Electricity Generation,SF6,Energy,,Energy-Net Electricity Imports,1995,8.0779
Electricity Generation,Biomass CO2,Biomass,,Solid biomass,1995,1393006.142
Electricity Generation,Biomass CO2,Biomass,,Liquid biofuels,1995,0
Electricity Generation,Biomass CO2,Biomass,,Biogas,1995,32159.503
Waste,N2O,Energy,Incinerated Waste,Waste Sector RDF (energy),1995,3.1325
Waste,N2O,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),1995,2.4937
Waste,N2O,Energy,Incinerated Waste,Sludge Incineration (energy),1995,2.4673
Waste,N2O,Energy,Associated Incinerator Fuels,Bituminous coal,1995,0
Waste,N2O,Energy,Associated Incinerator Fuels,Wood,1995,0.7891
Waste,N2O,Energy,Associated Incinerator Fuels,Natural gas-steam,1995,0.8869
Waste,N2O,Energy,Associated Incinerator Fuels,Propane,1995,0.1106
Waste,N2O,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,1995,0.0203
Waste,N2O,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,1995,0.0023
Waste,N2O,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,1995,0.0071
Waste,N2O,Energy,Waste Processing,Landfill Operations (energy),1995,0.2116
Waste,N2O,Energy,Waste Processing,Yard Waste Preprocessing (energy),1995,0.0734
Waste,N2O,Energy,Waste Processing,MMSW Compost Preprocessing (energy),1995,0.0106
Waste,N2O,Energy,Waste Processing,MRF (energy),1995,0.173
Waste,N2O,Energy,Waste Processing,RDF Processing (energy),1995,0.0645
Waste,N2O,Energy,Waste Processing,Incinerator Ash Disposal (energy),1995,0.0001
Waste,N2O,Energy,Waste Processing,Hazardous Waste (energy),1995,8.0946
Waste,N2O,Waste,,LFG Combustion/Flaring,1995,0.0565
Waste,N2O,Waste,,Rural Open Burning,1995,11.427
Waste,N2O,Waste,,Medical Waste Incineration,1995,0.8537
Waste,N2O,Waste,,Misc. Industrial/Comm Waste Incineration,1995,0.5394
Waste,N2O,Waste,,Municipal Wastewater,1995,261.2515
Waste,N2O,Waste,,Biosolids Land Application,1995,72.5911
Waste,N2O,Waste,,MMSW Waste Composting ,1995,25.7407
Waste,CH4,Energy,Incinerated Waste,Waste Sector RDF (energy),1995,0.0347
Waste,CH4,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),1995,0.0276
Waste,CH4,Energy,Incinerated Waste,Sludge Incineration (energy),1995,314.3312
Waste,CH4,Energy,Associated Incinerator Fuels,Bituminous coal,1995,0
Waste,CH4,Energy,Associated Incinerator Fuels,Wood,1995,1.2438
Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-steam,1995,0.8869
Waste,CH4,Energy,Associated Incinerator Fuels,Propane,1995,0.0249
Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,1995,0.0102
Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,1995,0.2681
Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,1995,0.0135
Waste,CH4,Energy,Waste Processing,Landfill Operations (energy),1995,0.476
Waste,CH4,Energy,Waste Processing,Yard Waste Preprocessing (energy),1995,0.1651
Waste,CH4,Energy,Waste Processing,MMSW Compost Preprocessing (energy),1995,0.0238
Waste,CH4,Energy,Waste Processing,MRF (energy),1995,0.3892
Waste,CH4,Energy,Waste Processing,RDF Processing (energy),1995,0.145
Waste,CH4,Energy,Waste Processing,Incinerator Ash Disposal (energy),1995,0.0002
Waste,CH4,Waste,,LFG Combustion/Flaring,1995,147.8325
Waste,CH4,Waste,,Rural Open Burning,1995,495.1701
Waste,CH4,Waste,,Municipal Wastewater,1995,16503.448
Waste,CH4,Waste,,MMSW composting,1995,271.988
Waste,CH4,Waste,,MMSW Landfills,1995,165443.381
Waste,CH4,Waste,,Industrial Landfills,1995,3548.4914
Waste,CO2,Energy,Incinerated Waste,Waste Sector RDF (energy),1995,11423.8335
Waste,CO2,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),1995,7881.6721
Waste,CO2,Energy,Associated Incinerator Fuels,Bituminous coal,1995,0
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-steam,1995,52102.7909
Waste,CO2,Energy,Associated Incinerator Fuels,Residual fuel oil,1995,3884.5518
Waste,CO2,Energy,Associated Incinerator Fuels,Waste solvent,1995,12973.6336
Waste,CO2,Energy,Associated Incinerator Fuels,Propane,1995,1706.4038
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,1995,3757.0388
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,1995,57.8644
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,1995,248.4656
Waste,CO2,Energy,Waste Processing,Landfill Operations (energy),1995,8471.3604
Waste,CO2,Energy,Waste Processing,Yard Waste Preprocessing (energy),1995,2937.7465
Waste,CO2,Energy,Waste Processing,MMSW Compost Preprocessing (energy),1995,422.5649
Waste,CO2,Energy,Waste Processing,MRF (energy),1995,6925.4021
Waste,CO2,Energy,Waste Processing,RDF Processing (energy),1995,2580.7753
Waste,CO2,Energy,Waste Processing,Incinerator Ash Disposal (energy),1995,3.5389
Waste,CO2,Energy,Waste Processing,Hazardous Waste (energy),1995,78459.6005
Waste,CO2,Waste,,Rural Open Burning,1995,23653.1875
Waste,CO2,Waste,,Medical Waste Incineration,1995,6448.4737
Waste,CO2,Waste,,Misc. Industrial/Comm Waste Incineration,1995,2038.3016
Waste,CO2,Waste,,Limestone use,1995,0
Waste,CO2,Waste,,Sequestration in demolition/construction/landfills,1995,-773955.12
Waste,CO,Energy,Incinerated Waste,Waste Sector RDF (energy),1995,14.14
Waste,CO,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),1995,4.26
Waste,CO,Energy,Incinerated Waste,Sludge Incineration (energy),1995,624.88
Waste,CO,Energy,Waste Processing,Landfill Operations (energy),1995,43.6725
Waste,CO,Energy,Waste Processing,Yard Waste Preprocessing (energy),1995,15.145
Waste,CO,Energy,Waste Processing,MMSW Compost Preprocessing (energy),1995,2.1785
Waste,CO,Energy,Waste Processing,MRF (energy),1995,35.7026
Waste,CO,Energy,Waste Processing,RDF Processing (energy),1995,13.3047
Waste,CO,Energy,Waste Processing,Incinerator Ash Disposal (energy),1995,0.0182
Waste,CO,Waste,,LFG Flaring,1995,48.42
Waste,CO,Waste,,Rural Open Burning,1995,39651.5779
Waste,CO,Waste,,Medical Waste Incineration,1995,34.4
Waste,CO,Waste,,Soil Roasting,1995,6.64
Waste,CO,Waste,,Hazardous Waste,1995,11.98
Waste,Biogenic CO2,Biomass,,RDF,1995,18908.8334
Waste,Biogenic CO2,Biomass,,MMSW-mass burn,1995,15111.962
Waste,Biogenic CO2,Biomass,,Wood,1995,13001.3037
Waste,Biogenic CO2,Biomass,,Dried municipal sludge,1995,144632.0675
Waste,Biogenic CO2,Biomass,,Biodiesel,1995,0
Waste,Biogenic CO2,Biomass,,LFG (energy production),1995,32453.7964
Waste,Biogenic CO2,Biomass,,Rural open burning,1995,45351.5529
Waste,Biogenic CO2,Biomass,,Commercial/industrial incineration,1995,4104.3649
Waste,Biogenic CO2,Biomass,,Medical waste incineration,1995,5698.4264
