Sector,Gas,Activity,Additional aggregation,Category,Year,Emissions
Transportation,N2O,Energy,,Transit Bus,2000,0.3235
Transportation,N2O,Energy,,Motorcycle,2000,2.9191
Transportation,N2O,Energy,,RV,2000,8.6551
Transportation,N2O,Energy,,Federal Bus,2000,0.0032
Transportation,N2O,Energy,,Railroad,2000,17.5225
Transportation,N2O,Energy,,Marine,2000,16.9182
Transportation,N2O,Energy,,Military and Other Off-highway,2000,0
Transportation,N2O,Energy,,Aviation,2000,177.3602
Transportation,Propane,Energy,,Natural Gas Transmission,2002,859.6627
Transportation,CH4,Energy,,Passenger Cars,2000,1495.4012
Transportation,CH4,Energy,,Light-Duty Trucks,2000,1359.1312
Transportation,CH4,Energy,,Heavy-Duty Trucks,2000,128.449
Transportation,CH4,Energy,,School Bus,2000,1.6944
Transportation,CH4,Energy,,Transit Bus,2000,0.3374
Transportation,CH4,Energy,,Motorcycle,2000,29.3963
Transportation,CH4,Energy,,RV,2000,5.223
Transportation,CH4,Energy,,Federal Bus,2000,0.0019
Transportation,CH4,Energy,,Railroad,2000,54.7579
Transportation,CH4,Energy,,Marine,2000,25.5445
Transportation,CH4,Energy,,Aviation,2000,197.2029
Transportation,Propane,Energy,,Natural Gas Transmission,1997,850.944
Transportation,CO2,Energy,,Passenger Cars,2000,11325798.12
Transportation,CO2,Energy,,Light-Duty Trucks,2000,11444477.36
Transportation,CO2,Energy,,Heavy-Duty Trucks,2000,6074636.755
Transportation,CO2,Energy,,School Bus,2000,137835.6435
Transportation,CO2,Energy,,Transit Bus,2000,147615.3139
Transportation,CO2,Energy,,Motorcycle,2000,62328.7725
Transportation,CO2,Energy,,RV,2000,294469.4869
Transportation,CO2,Energy,,Federal Bus,2000,32.0162
Transportation,CO2,Energy,,Railroad,2000,701612.9573
Transportation,CO2,Energy,,Marine,2000,482919.9085
Transportation,CO2,Energy,,Military and Other Off-highway,2000,56891.1013
Transportation,CO2,Energy,,Aviation,2000,5605320.498
Transportation,Propane,Energy,,Natural Gas Transmission,1998,850.7413
Transportation,CO,Energy,,Passenger Cars,2000,871636.7936
Transportation,CO,Energy,,Light-Duty Trucks,2000,648608.3168
Transportation,CO,Energy,,Heavy-Duty Trucks,2000,89631.2328
Transportation,CO,Energy,,Railroad,2000,2086
Transportation,CO,Energy,,Marine,2000,3664
Transportation,CO,Energy,,Military and Other Off-highway,2000,526043
Transportation,CO,Energy,,Aviation,2000,4863
Transportation,Propane,Energy,,Natural Gas Transmission,2001,837.2426
Commercial,CO,Energy,,Natural gas,1990,828.7
Transportation,Propane,Energy,,Natural Gas Transmission,1996,819.2691
Transportation,Propane,Energy,,Natural Gas Transmission,1995,767.4434
Transportation,HFC-134a,Energy,,MAC,2000,378.3761
Transportation,Biomass CO2,Biomass,,Passenger Cars,2000,630660.2457
Transportation,Biomass CO2,Biomass,,Light-Duty Trucks,2000,622123.5909
Transportation,Biomass CO2,Biomass,,Heavy-Duty Trucks,2000,21423.0252
Transportation,Biomass CO2,Biomass,,School Bus,2000,699.8273
Transportation,Biomass CO2,Biomass,,Transit Bus,2000,18.4415
Transportation,Biomass CO2,Biomass,,Motorcycle,2000,3478.3246
Transportation,Biomass CO2,Biomass,,RV,2000,11031.8956
Transportation,Biomass CO2,Biomass,,Federal Bus,2000,1.7929
Transportation,Biomass CO2,Biomass,,Marine,2000,17644.0405
Transportation,Biomass CO2,Biomass,,Military and Other Off-highway,2000,2861.8054
Transportation,Biomass CO2,Biomass,,Other,2000,0
Agriculture,N2O,Energy,,Oil,2001,48.7229
Agriculture,N2O,Energy,,Other,2001,0.4901
Agriculture,N2O,Agriculture,,Agricultural Burning,2001,122.0804
Agriculture,N2O,Agriculture,,Crop Residues ,2001,4824.6095
Agriculture,N2O,Agriculture,,Cultivated Histosols,2001,1011.0492
Agriculture,N2O,Agriculture,,Deposition ,2001,1897.3499
Agriculture,N2O,Agriculture,,Feedlot ,2001,3139.7317
Agriculture,N2O,Agriculture,,Fertilizer ,2001,8879.3987
Agriculture,N2O,Agriculture,,Legumes ,2001,6612.6134
Agriculture,N2O,Agriculture,,Prescribed Burn ,2001,0
Agriculture,N2O,Agriculture,,Manure Soil Applications ,2001,2271.8886
Agriculture,N2O,Agriculture,,Runoff ,2001,3594.5768
Agriculture,N2O,Agriculture,,Wildfire ,2001,15.5171
Agriculture,CH4,Energy,,Oil,2001,311.9745
Agriculture,CH4,Energy,,Other,2001,2.7567
Agriculture,CH4,Agriculture,,Agricultural Burning,2001,2738.9571
Agriculture,CH4,Agriculture,,Manure ,2001,95044.4334
Agriculture,CH4,Agriculture,,Prescribed Burn ,2001,0
Agriculture,CH4,Agriculture,,Ruminants ,2001,225513.1723
Agriculture,CH4,Agriculture,,Wild Rice ,2001,4948.251
Agriculture,CH4,Agriculture,,Wildfire ,2001,288.1053
Agriculture,CO2,Energy,,Oil,2001,2466916.858
Agriculture,CO2,Agriculture,,Erosion ,2001,99851.403
Agriculture,CO2,Agriculture,,Histosol Cultivation ,2001,5158284.304
Agriculture,CO2,Agriculture,,Liming of Fields ,2001,47185.1819
Agriculture,CO2,Agriculture,,Urea Applications ,2001,309442.3631
Agriculture,CO,Energy,,Energy,2001,25710
Agriculture,Biomass CO2,Biomass,,Ethanol,2001,18731.7654
Agriculture,Biomass CO2,Biomass,,Biodiesel,2001,0
Agriculture,Biomass CO2,Agriculture,,Prescribed Burn ,2001,0
Commercial,N2O,Energy,,Coal,2001,1.7015
Commercial,N2O,Energy,,Oil,2001,6.0559
Residential,CH4,Energy,,Natural gas,1996,759.2212
Commercial,N2O,Energy,,Other,2001,5.2652
Commercial,N2O,other,,Medical Uses,2001,308.3109
Commercial,CH4,Energy,,Coal,2001,11.3432
Commercial,CH4,Energy,,Oil,2001,110.2067
Transportation,Propane,Energy,,Natural Gas Transmission,1993,753.5281
Commercial,CH4,Energy,,Other,2001,392.7687
Commercial,CO2,Energy,,Coal,2001,110099.8757
Commercial,CO2,Energy,,Oil,2001,887523.0789
Transportation,Propane,Energy,,Natural Gas Transmission,1994,750.3119
Commercial,CO2,Energy,,Other,2001,0
Commercial,CO2,other,,Limestone use,2001,1172.6752
Commercial,CO2,other,,Solvent uses,2001,86001.2324
Commercial,CO,Energy,,Coal,2001,140
Commercial,CO,Energy,,Oil,2001,141.1
Residential,CH4,Energy,,Natural gas,2008,747.3065
Commercial,CO,Energy,,Other,2001,340
Commercial,Biomass CO2,Biomass,,Solid biomass,2001,159701.7185
Commercial,Biomass CO2,Biomass,,Liquid biofuels,2001,4907.3287
Electricity Generation,N2O,Energy,,Coal,2001,314.8046
Electricity Generation,N2O,Energy,,Oil,2001,90.8517
Transportation,Propane,Energy,,Natural Gas Transmission,1992,740.8119
Electricity Generation,N2O,Energy,,Other,2001,182.6459
Electricity Generation,N2O,Energy,,Energy-Net Electricity Imports,2001,255.7095
Electricity Generation,CH4,Energy,,Coal,2001,247.608
Electricity Generation,CH4,Energy,,Oil,2001,14.0502
Residential,CH4,Energy,,Natural gas,2003,727.941
Electricity Generation,CH4,Energy,,Other,2001,317.1403
Electricity Generation,CH4,Energy,,Hydroelectric,2001,212.4047
Electricity Generation,CH4,Energy,,Coal storage,2001,2633.5148
Electricity Generation,CH4,Energy,,Energy-Net Electricity Imports,2001,1450.0857
Electricity Generation,CO2,Energy,,Coal,2001,36197905.1
Electricity Generation,CO2,Energy,,Oil,2001,818868.8389
Residential,CH4,Energy,,Natural gas,2009,718.8255
Electricity Generation,CO2,Energy,,Other,2001,548103.1426
Electricity Generation,CO2,Energy,,FGD,2001,3182.0752
Electricity Generation,CO2,Energy,,Energy-Net Electricity Imports,2001,15967152.6
Electricity Generation,CO,Energy,,Coal,2001,5534.0714
Electricity Generation,CO,Energy,,Oil,2001,169.5337
Residential,CH4,Energy,,Natural gas,2002,712.6525
Electricity Generation,CO,Energy,,Other,2001,1548.8877
Electricity Generation,CO,Energy,,Energy-Net Electricity Imports,2001,3175.3539
Electricity Generation,SF6,Energy,,Energy,2001,14.1314
Electricity Generation,SF6,Energy,,Energy-Net Electricity Imports,2001,5.8605
Electricity Generation,Biomass CO2,Biomass,,Solid biomass,2001,1323686.524
Electricity Generation,Biomass CO2,Biomass,,Liquid biofuels,2001,0
Electricity Generation,Biomass CO2,Biomass,,Biogas,2001,90314.1554
Waste,N2O,Energy,Incinerated Waste,Waste Sector RDF (energy),2001,0
Waste,N2O,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),2001,0
Waste,N2O,Energy,Incinerated Waste,Sludge Incineration (energy),2001,1.8194
Waste,N2O,Energy,Associated Incinerator Fuels,Bituminous coal,2001,19.9079
Waste,N2O,Energy,Associated Incinerator Fuels,Wood,2001,0
Waste,N2O,Energy,Associated Incinerator Fuels,Natural gas-steam,2001,0.4159
Waste,N2O,Energy,Associated Incinerator Fuels,Propane,2001,0
Waste,N2O,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2001,0.0044
Waste,N2O,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,2001,0
Waste,N2O,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2001,0.0059
Waste,N2O,Energy,Waste Processing,Landfill Operations (energy),2001,0.3966
Waste,N2O,Energy,Waste Processing,Yard Waste Preprocessing (energy),2001,0.0734
Waste,N2O,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2001,0.0025
Waste,N2O,Energy,Waste Processing,MRF (energy),2001,0.2217
Waste,N2O,Energy,Waste Processing,RDF Processing (energy),2001,0.0608
Waste,N2O,Energy,Waste Processing,Incinerator Ash Disposal (energy),2001,0
Waste,N2O,Energy,Waste Processing,Hazardous Waste (energy),2001,14.3419
Waste,N2O,Waste,,LFG Combustion/Flaring,2001,0.0862
Waste,N2O,Waste,,Rural Open Burning,2001,10.4748
Waste,N2O,Waste,,Medical Waste Incineration,2001,0.7536
Waste,N2O,Waste,,Misc. Industrial/Comm Waste Incineration,2001,0
Waste,N2O,Waste,,Municipal Wastewater,2001,292.5147
Waste,N2O,Waste,,Biosolids Land Application,2001,78.5214
Waste,N2O,Waste,,MMSW Waste Composting ,2001,6.1398
Waste,CH4,Energy,Incinerated Waste,Waste Sector RDF (energy),2001,0
Waste,CH4,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),2001,0
Waste,CH4,Energy,Incinerated Waste,Sludge Incineration (energy),2001,294.177
Waste,CH4,Energy,Associated Incinerator Fuels,Bituminous coal,2001,0.3258
Waste,CH4,Energy,Associated Incinerator Fuels,Wood,2001,0
Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-steam,2001,0.4159
Waste,CH4,Energy,Associated Incinerator Fuels,Propane,2001,0
Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2001,0.0022
Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,2001,0
Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2001,0.0112
Waste,CH4,Energy,Waste Processing,Landfill Operations (energy),2001,0.8924
Waste,CH4,Energy,Waste Processing,Yard Waste Preprocessing (energy),2001,0.1651
Waste,CH4,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2001,0.0057
Waste,CH4,Energy,Waste Processing,MRF (energy),2001,0.4988
Waste,CH4,Energy,Waste Processing,RDF Processing (energy),2001,0.1367
Waste,CH4,Energy,Waste Processing,Incinerator Ash Disposal (energy),2001,0
Waste,CH4,Waste,,LFG Combustion/Flaring,2001,185.8865
Waste,CH4,Waste,,Rural Open Burning,2001,453.9085
Waste,CH4,Waste,,Municipal Wastewater,2001,16944.9595
Waste,CH4,Waste,,MMSW composting,2001,64.876
Waste,CH4,Waste,,MMSW Landfills,2001,121889.9084
Waste,CH4,Waste,,Industrial Landfills,2001,5245.3779
Waste,CO2,Energy,Incinerated Waste,Waste Sector RDF (energy),2001,0
Waste,CO2,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),2001,0
Waste,CO2,Energy,Associated Incinerator Fuels,Bituminous coal,2001,28810.4689
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-steam,2001,24434.4688
Waste,CO2,Energy,Associated Incinerator Fuels,Residual fuel oil,2001,26152.094
Waste,CO2,Energy,Associated Incinerator Fuels,Waste solvent,2001,7818.3032
Waste,CO2,Energy,Associated Incinerator Fuels,Propane,2001,0
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2001,1003.1274
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,2001,0
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2001,207.2241
Waste,CO2,Energy,Waste Processing,Landfill Operations (energy),2001,15880.1711
Waste,CO2,Energy,Waste Processing,Yard Waste Preprocessing (energy),2001,2937.7465
Waste,CO2,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2001,100.7924
Waste,CO2,Energy,Waste Processing,MRF (energy),2001,8877.0357
Waste,CO2,Energy,Waste Processing,RDF Processing (energy),2001,2433.1284
Waste,CO2,Energy,Waste Processing,Incinerator Ash Disposal (energy),2001,0
Waste,CO2,Energy,Waste Processing,Hazardous Waste (energy),2001,139014.4073
Waste,CO2,Waste,,Rural Open Burning,2001,22856.3873
Waste,CO2,Waste,,Medical Waste Incineration,2001,5692.4799
Waste,CO2,Waste,,Misc. Industrial/Comm Waste Incineration,2001,0
Waste,CO2,Waste,,Limestone use,2001,0
Waste,CO2,Waste,,Sequestration in demolition/construction/landfills,2001,-1075740
Waste,CO,Energy,Incinerated Waste,Waste Sector RDF (energy),2001,0
Waste,CO,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),2001,0
Waste,CO,Energy,Incinerated Waste,Sludge Incineration (energy),2001,720.882
Waste,CO,Energy,Waste Processing,Landfill Operations (energy),2001,81.8672
Waste,CO,Energy,Waste Processing,Yard Waste Preprocessing (energy),2001,15.145
Waste,CO,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2001,0.5196
Waste,CO,Energy,Waste Processing,MRF (energy),2001,45.7639
Waste,CO,Energy,Waste Processing,RDF Processing (energy),2001,12.5435
Waste,CO,Energy,Waste Processing,Incinerator Ash Disposal (energy),2001,0
Waste,CO,Waste,,LFG Flaring,2001,62.83
Waste,CO,Waste,,Rural Open Burning,2001,26690
Waste,CO,Waste,,Medical Waste Incineration,2001,27.76
Waste,CO,Waste,,Soil Roasting,2001,0.11
Waste,CO,Waste,,Hazardous Waste,2001,3.15
Waste,Biogenic CO2,Biomass,,RDF,2001,0
Waste,Biogenic CO2,Biomass,,MMSW-mass burn,2001,0
Waste,Biogenic CO2,Biomass,,Wood,2001,0
Waste,Biogenic CO2,Biomass,,Dried municipal sludge,2001,129199.3714
Waste,Biogenic CO2,Biomass,,Biodiesel,2001,0
Waste,Biogenic CO2,Biomass,,LFG (energy production),2001,91140.6251
Waste,Biogenic CO2,Biomass,,Rural open burning,2001,37759.9197
Waste,Biogenic CO2,Biomass,,Commercial/industrial incineration,2001,0
Waste,Biogenic CO2,Biomass,,Medical waste incineration,2001,5030.3653
Waste,Biogenic CO2,Biomass,,MMSW landfills,2001,448736.8492
Waste,Biogenic CO2,Biomass,,Industrial landfills,2001,28931.3408
Waste,Biogenic CO2,Biomass,,LFG flaring,2001,45760.9198
Waste,Biogenic CO2,Biomass,,WWTP gas flaring,2001,5761.827
Waste,Biogenic CO2,Biomass,,WWTP ,2001,28320.7274
Residential,N2O,Energy,,Coal,2001,0.0677
Residential,N2O,Energy,,Oil,2001,11.5506
Transportation,Butane,Energy,,Natural Gas Transmission,2010,711.7153
Residential,N2O,Energy,,Other,2001,50.8477
Residential,N2O,other,,Lawn Fertilizer,2001,84.8836
Residential,CH4,Energy,,Coal,2001,13.5357
Residential,CH4,Energy,,Oil,2001,256.0967
Residential,CH4,Energy,,Natural gas,2004,700.4724
Residential,CH4,Energy,,Other,2001,3813.5769
Residential,CO2,Energy,,Coal,2001,3990.3895
Residential,CO2,Energy,,Oil,2001,2423831.173
Transportation,Butane,Energy,,Natural Gas Transmission,2008,697.1086
Residential,CO2,other,,"Soaps, detergents, shampoos",2001,92493.268
Residential,CO2,other,,Food additives,2001,11561.6585
Residential,CO2,other,,Sequestration in housing units,2001,-394311.8413
Residential,CO,Energy,,Coal,2001,0.9379
Residential,CO,Energy,,Oil,2001,752.6344
Transportation,Butane,Energy,,Natural Gas Transmission,2007,696.9271
Residential,CO,Energy,,Other,2001,87917
Residential,Ethane,Energy,,Other,2001,239.1
Residential,HFC-134a,Energy,,Refrigeration,2001,0.6005
Residential,HFC-134a,Energy,,Air conditioning,2001,0
Residential,HFC-32,Energy,,Air conditioning,2001,0.0982
Residential,HFC-125,Energy,,Air conditioning,2001,0.0982
Residential,Biomass CO2,Biomass,,Solid biomass,2001,1553011.933
Industrial,N2O,Energy,Stationary source,Coal,2001,36.8185
Industrial,N2O,Energy,Stationary source,Oil,2001,27.1378
Transportation,Butane,Energy,,Natural Gas Transmission,2009,694.0577
Industrial,N2O,Energy,Stationary source,Other,2001,81.4217
Industrial,N2O,Energy,Off-highway vehicle,Oil,2001,18.2095
Industrial,N2O,Energy,Off-highway vehicle,Other,2001,0.2226
Industrial,CH4,Energy,Stationary source,Coal,2001,245.4567
Industrial,CH4,Energy,Stationary source,Oil,2001,172.7365
Transportation,Propane,Energy,,Natural Gas Transmission,1990,693.8731
Industrial,CH4,Energy,Stationary source,Other,2001,493.7907
Industrial,CH4,Energy,Off-highway vehicle,Oil,2001,40.9714
Industrial,CH4,Energy,Off-highway vehicle,Other,2001,0.5009
Industrial,CH4,Energy,,Coal storage,2001,201.5389
Industrial,CH4,Energy,,Oil Refining,2001,1550.2886
Industrial,CH4,other,,Peat mining,2001,1211.6229
Industrial,CH4,other,,Industrial wastewater treatment,2001,6608.8624
Industrial,CO2,Energy,,Coal,2001,2376095.772
Industrial,CO2,Energy,,Oil,2001,6343240.451
Transportation,Butane,Energy,,Natural Gas Transmission,2005,690.279
Industrial,CO2,other,,Taconite induration ,2001,1220998.872
Industrial,CO2,other,,Steel production,2001,37784.4971
Industrial,CO2,other,,Ammonia Manufacture,2001,0
Industrial,CO2,other,,Glass manufacture,2001,12265.3791
Industrial,CO2,other,,Secondary lead production,2001,6397.64
Industrial,CO2,other,,Paraffinic wax consumption,2001,31708.4423
Industrial,CO2,other,,Peat Mining/Use,2001,112033.2349
Industrial,CO2,other,,Industrial solvent release,2001,26011.4176
Industrial,CO2,other,,Other industrial VOC and TRI releases,2001,242990.788
Industrial,CO,Energy,,Coal,2001,1612
Industrial,CO,Energy,,Oil,2001,32383.8
Residential,CH4,Energy,,Natural gas,2000,689.5909
Industrial,CO,Energy,,Other,2001,64217
Industrial,CO,Energy,,Oil Refining,2001,2189.6
Industrial,CO,other,,Other industrial process,2001,3421.97
Industrial,CO as CO2,Energy,,Oil Refining,2001,3442.2483
Industrial,CO as CO2,other,,Other industrial process,2001,5379.6448
Industrial,HFCs,other,,Insulating foam manufacture,2001,0
Industrial,SF6,other,,Magnesium casting,2001,12.4951
Industrial,Biomass CO2,Biomass,,Solid biomass,2001,2732045.092
Industrial,Biomass CO2,Biomass,,Liquid biofuels,2001,8508.2658
Industrial,Biomass CO2,Biomass,,Biogas,2001,17136.5218
Transportation,N2O,Energy,,Passenger Cars,2001,1496.3649
Transportation,N2O,Energy,,Light-Duty Trucks,2001,1797.2423
Transportation,N2O,Energy,,Heavy-Duty Trucks,2001,63.7457
Transportation,N2O,Energy,,School Bus,2001,3.3573
Transportation,N2O,Energy,,Transit Bus,2001,0.3447
Transportation,N2O,Energy,,Motorcycle,2001,2.5927
Transportation,N2O,Energy,,RV,2001,8.0329
Transportation,N2O,Energy,,Federal Bus,2001,0.0035
Transportation,N2O,Energy,,Railroad,2001,15.2046
Transportation,N2O,Energy,,Marine,2001,15.4088
Transportation,N2O,Energy,,Military and Other Off-highway,2001,0
Transportation,N2O,Energy,,Aviation,2001,159.4257
Transportation,Butane,Energy,,Natural Gas Transmission,2006,688.4243
Transportation,CH4,Energy,,Passenger Cars,2001,1396.0497
Transportation,CH4,Energy,,Light-Duty Trucks,2001,1278.1869
Transportation,CH4,Energy,,Heavy-Duty Trucks,2001,104.711
Transportation,CH4,Energy,,School Bus,2001,1.714
Transportation,CH4,Energy,,Transit Bus,2001,0.3663
Transportation,CH4,Energy,,Motorcycle,2001,26.1103
Transportation,CH4,Energy,,RV,2001,4.8731
Transportation,CH4,Energy,,Federal Bus,2001,0.0021
Transportation,CH4,Energy,,Railroad,2001,47.5144
Transportation,CH4,Energy,,Marine,2001,23.4257
Transportation,CH4,Energy,,Aviation,2001,176.3085
Residential,CH4,Energy,,Natural gas,2007,687.9015
Transportation,CO2,Energy,,Passenger Cars,2001,11395671.91
Transportation,CO2,Energy,,Light-Duty Trucks,2001,11766392.5
Transportation,CO2,Energy,,Heavy-Duty Trucks,2001,6348647.116
Transportation,CO2,Energy,,School Bus,2001,125809.7638
Transportation,CO2,Energy,,Transit Bus,2001,155751.7714
Transportation,CO2,Energy,,Motorcycle,2001,53298.7888
Transportation,CO2,Energy,,RV,2001,281401.1946
Transportation,CO2,Energy,,Federal Bus,2001,30.7973
Transportation,CO2,Energy,,Railroad,2001,608802.7659
Transportation,CO2,Energy,,Marine,2001,442021.9378
Transportation,CO2,Energy,,Military and Other Off-highway,2001,79023.0036
Transportation,CO2,Energy,,Aviation,2001,5037849.646
Residential,CH4,Energy,,Natural gas,1997,686.8792
Transportation,CO,Energy,,Passenger Cars,2001,852482.6268
Transportation,CO,Energy,,Light-Duty Trucks,2001,633640.7493
Transportation,CO,Energy,,Heavy-Duty Trucks,2001,80495.4582
Transportation,CO,Energy,,Railroad,2001,2114
Transportation,CO,Energy,,Marine,2001,3676
Transportation,CO,Energy,,Military and Other Off-highway,2001,534333
Transportation,CO,Energy,,Aviation,2001,4374
Transportation,Butane,Energy,,Natural Gas Transmission,2004,684.5542
Residential,CH4,Energy,,Natural gas,1995,682.7829
Residential,CH4,Energy,,Natural gas,2005,681.6066
Transportation,Butane,Energy,,Natural Gas Transmission,2003,677.6339
Transportation,HFC-134a,Energy,,MAC,2001,439.5681
Transportation,Biomass CO2,Biomass,,Passenger Cars,2001,634994.8048
Transportation,Biomass CO2,Biomass,,Light-Duty Trucks,2001,638836.8852
Transportation,Biomass CO2,Biomass,,Heavy-Duty Trucks,2001,17977.8977
Transportation,Biomass CO2,Biomass,,School Bus,2001,616.2203
Transportation,Biomass CO2,Biomass,,Transit Bus,2001,5.448
Transportation,Biomass CO2,Biomass,,Motorcycle,2001,2970.3337
Transportation,Biomass CO2,Biomass,,RV,2001,9775.4459
Transportation,Biomass CO2,Biomass,,Federal Bus,2001,1.7238
Transportation,Biomass CO2,Biomass,,Marine,2001,16196.6741
Transportation,Biomass CO2,Biomass,,Military and Other Off-highway,2001,2508.795
Transportation,Biomass CO2,Biomass,,Other,2001,0
Agriculture,N2O,Energy,,Oil,2002,39.4232
Agriculture,N2O,Energy,,Other,2002,0.4488
Agriculture,N2O,Agriculture,,Agricultural Burning,2002,144.2314
Agriculture,N2O,Agriculture,,Crop Residues ,2002,5723.9077
Agriculture,N2O,Agriculture,,Cultivated Histosols,2002,1011.0492
Agriculture,N2O,Agriculture,,Deposition ,2002,2139.7418
Agriculture,N2O,Agriculture,,Feedlot ,2002,3093.3282
Agriculture,N2O,Agriculture,,Fertilizer ,2002,10053.6817
Agriculture,N2O,Agriculture,,Legumes ,2002,6499.1663
Agriculture,N2O,Agriculture,,Prescribed Burn ,2002,0
Agriculture,N2O,Agriculture,,Manure Soil Applications ,2002,2282.0515
Agriculture,N2O,Agriculture,,Runoff ,2002,4063.4192
Agriculture,N2O,Agriculture,,Wildfire ,2002,64.9272
Agriculture,CH4,Energy,,Oil,2002,294.3256
Agriculture,CH4,Energy,,Other,2002,2.5244
Agriculture,CH4,Agriculture,,Agricultural Burning,2002,3310.2572
Agriculture,CH4,Agriculture,,Manure ,2002,98770.7436
Agriculture,CH4,Agriculture,,Prescribed Burn ,2002,0
Agriculture,CH4,Agriculture,,Ruminants ,2002,220915.1079
Agriculture,CH4,Agriculture,,Wild Rice ,2002,4535.8967
Agriculture,CH4,Agriculture,,Wildfire ,2002,1205.5027
Agriculture,CO2,Energy,,Oil,2002,2572367.411
Agriculture,CO2,Agriculture,,Erosion ,2002,103616.8089
Agriculture,CO2,Agriculture,,Histosol Cultivation ,2002,5158284.304
Agriculture,CO2,Agriculture,,Liming of Fields ,2002,32171.715
Agriculture,CO2,Agriculture,,Urea Applications ,2002,424735.7011
Agriculture,CO,Energy,,Energy,2002,27733.6433
Agriculture,Biomass CO2,Biomass,,Ethanol,2002,17153.1437
Agriculture,Biomass CO2,Biomass,,Biodiesel,2002,0
Agriculture,Biomass CO2,Agriculture,,Prescribed Burn ,2002,0
Commercial,N2O,Energy,,Coal,2002,1.9716
Commercial,N2O,Energy,,Oil,2002,4.2884
Transportation,Propane,Energy,,Natural Gas Transmission,1991,670.4431
Commercial,N2O,Energy,,Other,2002,5.3944
Commercial,N2O,other,,Medical Uses,2002,269.111
Commercial,CH4,Energy,,Coal,2002,13.1438
Commercial,CH4,Energy,,Oil,2002,80.3007
Residential,CH4,Energy,,Natural gas,2001,661.4009
Commercial,CH4,Energy,,Other,2002,402.3035
Commercial,CO2,Energy,,Coal,2002,127615.5636
Commercial,CO2,Energy,,Oil,2002,663175.291
Residential,CH4,Energy,,Natural gas,1993,653.0018
Commercial,CO2,Energy,,Other,2002,0
Commercial,CO2,other,,Limestone use,2002,1432.1797
Commercial,CO2,other,,Solvent uses,2002,73232.6961
Commercial,CO,Energy,,Coal,2002,379.6397
Commercial,CO,Energy,,Oil,2002,934.6163
Residential,CH4,Energy,,Natural gas,2010,650.1159
Commercial,CO,Energy,,Other,2002,591.2105
Commercial,Biomass CO2,Biomass,,Solid biomass,2002,163566.3864
Commercial,Biomass CO2,Biomass,,Liquid biofuels,2002,5270.0586
Electricity Generation,N2O,Energy,,Coal,2002,344.3396
Electricity Generation,N2O,Energy,,Oil,2002,96.719
Transportation,Butane,Energy,,Natural Gas Transmission,2000,649.3762
Electricity Generation,N2O,Energy,,Other,2002,209.2343
Electricity Generation,N2O,Energy,,Energy-Net Electricity Imports,2002,214.0171
Electricity Generation,CH4,Energy,,Coal,2002,276.801
Electricity Generation,CH4,Energy,,Oil,2002,12.2661
Transportation,Butane,Energy,,Natural Gas Transmission,1999,647.6935
Electricity Generation,CH4,Energy,,Other,2002,325.0224
Electricity Generation,CH4,Energy,,Hydroelectric,2002,212.4047
Electricity Generation,CH4,Energy,,Coal storage,2002,2517.7001
Electricity Generation,CH4,Energy,,Energy-Net Electricity Imports,2002,1059.4787
Electricity Generation,CO2,Energy,,Coal,2002,39736245.39
Electricity Generation,CO2,Energy,,Oil,2002,757207.273
Transportation,Butane,Energy,,Natural Gas Transmission,2002,647.4065
Electricity Generation,CO2,Energy,,Other,2002,579923.8145
Electricity Generation,CO2,Energy,,FGD,2002,2342.0464
Electricity Generation,CO2,Energy,,Energy-Net Electricity Imports,2002,13123525.83
Electricity Generation,CO,Energy,,Coal,2002,5756.1295
Electricity Generation,CO,Energy,,Oil,2002,148.9967
Residential,CH4,Energy,,Natural gas,1994,647.185
Electricity Generation,CO,Energy,,Other,2002,1484.3505
Electricity Generation,CO,Energy,,Energy-Net Electricity Imports,2002,2478.5284
Electricity Generation,SF6,Energy,,Energy,2002,14.5016
Electricity Generation,SF6,Energy,,Energy-Net Electricity Imports,2002,4.4944
Electricity Generation,Biomass CO2,Biomass,,Solid biomass,2002,1641692.399
Electricity Generation,Biomass CO2,Biomass,,Liquid biofuels,2002,0
Electricity Generation,Biomass CO2,Biomass,,Biogas,2002,82518.4592
