Row number,Sector,Gas,Activity,Additional aggregation,Category,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
102,Waste,N2O,Waste,,Biosolids Land Application,35.98383,34.44619,39.88472,64.2303,83.08394,72.59113,73.21207,70.31853,56.61996,61.35506,61.91705,78.52137,71.52267,80.83344,75.48678,95.69169,83.55522,88.36297,78.17678,84.28893,82.22673
103,Waste,N2O,Waste,,MMSW Waste Composting ,15.5217,27.14214,39.21242,37.83523,22.04752,25.74072,24.10687,13.30816,7.73391,8.48421,6.25376,6.13981,6.37262,7.31069,9.6566,9.26253,6.78071,6.78752,6.67395,6.33098,6.15874
104,Waste,CH4,Energy,Incinerated Waste,Waste Sector RDF (energy),0.04956,0.04997,0.04886,0.04209,0.04171,0.03468,0.03601,0.05032,0.06527,0.0254,0,0,0,0,0,0,0,0,0,0,0
105,Waste,CH4,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),0.033,0.0354,0.0341,0.03527,0.03622,0.02761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Waste,CH4,Energy,Incinerated Waste,Sludge Incineration (energy),312.3856,274.3264,270.6672,263.51104,297.83328,314.3312,315.944,308.30496,292.74088,288.7725,287.08675,294.17696,263.18048,285.59962,241.1625,162.93642,171.95459,167.37862,172.93501,165.03734,175.15056
107,Waste,CH4,Energy,Associated Incinerator Fuels,Bituminous coal,0,0,0,0,0,0,0,0,0,0.15214,0.63882,0.32582,0,0,0,0,0,0,0,0,0
108,Waste,CH4,Energy,Associated Incinerator Fuels,Wood,0.46748,1.10079,0.56898,0.3673,0.54662,1.24375,0.56694,0.39876,0.55091,0.19917,0,0,0,0,0,0,0,0,0,0,0
109,Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-steam,0.48796,0.64352,0.67698,1.12956,0.75955,0.88685,0.92352,1.04569,0.42362,0.48369,0.53633,0.4159,0.39632,0.62588,0.63068,0.24732,0.22308,0.25188,0.29178,0.27471,0.26466
110,Waste,CH4,Energy,Associated Incinerator Fuels,Propane,0,0.02689,0.03347,0.01581,0.06821,0.02487,0.02396,0.0452,0.02917,0.01372,0.00022,0,0,0.00286,0.00055,0.00005,0.00002,0.00002,0,0,0
111,Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,0.00596,0.00459,0.00911,0.01001,0.01189,0.01017,0.02676,0.01036,0.00606,0.00563,0.00663,0.00219,0.0025,0.01117,0.00781,0.00311,0.00127,0.00317,0.00396,0.00087,0.00003
112,Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,0,0,0,0.0546,0.32217,0.26812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion engine,0,0,0.00245,0.00166,0.00514,0.01345,0.00731,0.00874,0.0089,0.01198,0.00774,0.01122,0.01474,0.007,0.02021,0.02455,0.02584,0.02873,0.02246,0.01187,0.00866
114,Waste,CH4,Energy,Waste Processing,Landfill Operations (energy),0.61215,0.48874,0.48006,0.44838,0.45873,0.47603,0.52335,0.69519,0.79882,0.89271,0.86844,0.89235,0.88522,0.82264,1.08046,0.99047,1.04161,1.03296,1.00365,0.78366,0.96632
115,Waste,CH4,Energy,Waste Processing,Yard Waste Preprocessing (energy),0.03795,0.13206,0.15545,0.16251,0.16608,0.16508,0.16508,0.16508,0.16508,0.16508,0.16508,0.16508,0.16508,0.16508,0.16508,0.16501,0.1648,0.16478,0.16478,0.16478,0.16478
116,Waste,CH4,Energy,Waste Processing,MMSW Compost Preprocessing (energy),0.01432,0.02504,0.03617,0.0349,0.02034,0.02375,0.02224,0.01228,0.00713,0.00783,0.00577,0.00566,0.00588,0.00674,0.00891,0.00854,0.00624,0.00625,0.00615,0.00583,0.00567
117,Waste,CH4,Energy,Waste Processing,MRF (energy),0.20238,0.26269,0.29994,0.32394,0.35429,0.38916,0.41587,0.44066,0.46374,0.47906,0.49935,0.49883,0.505,0.51232,0.53356,0.54624,0.55297,0.56859,0.56959,0.54032,0.53443
118,Waste,CH4,Energy,Waste Processing,RDF Processing (energy),0.12524,0.13558,0.13987,0.14923,0.1456,0.14502,0.14701,0.15913,0.16312,0.14705,0.14464,0.13672,0.14824,0.14272,0.13907,0.14222,0.12798,0.14024,0.13587,0.12406,0.11879
119,Waste,CH4,Energy,Waste Processing,Incinerator Ash Disposal (energy),0.00029,0.0003,0.0003,0.00028,0.00028,0.0002,0.00014,0.00019,0.00021,0.00008,0,0,0,0,0,0,0,0,0,0,0
120,Waste,CH4,Waste,,LFG Combustion/Flaring,0,0,0,0,102.84004,147.83248,160.57486,209.76468,161.25884,258.92065,238.30196,185.88652,238.81385,274.24784,304.81178,382.13479,298.90335,226.66848,206.63273,223.44951,231.86827
121,Waste,CH4,Waste,,Rural Open Burning,623.9936,610.73893,584.5572,560.69985,527.40459,495.17012,456.86211,418.8089,402.72027,413.66616,499.52767,453.90854,428.694,421.15928,418.8193,410.48379,398.24311,369.34701,371.39579,366.21144,356.08195
122,Waste,CH4,Waste,,Municipal Wastewater,16005.04418,16098.09011,16202.40436,16324.77095,16423.33494,16503.44802,16591.44251,16634.85706,16672.06656,16739.34418,16774.23482,16944.95953,17067.35231,17175.29275,17291.2483,17370.11572,17498.20018,17629.54289,17733.83946,17854.6979,17982.55418
123,Waste,CH4,Waste,,MMSW composting,164.0092,286.796,414.336,399.784,232.964,271.988,254.724,140.62,81.72,89.648,66.08,64.876,67.336,77.248,102.036,97.872,71.648,71.72,70.52,66.896,65.076
124,Waste,CH4,Waste,,MMSW Landfills,204556.7329,204540.9864,199584.1601,194108.8541,179942.5474,165443.381,142797.6076,135263.3537,131038.6153,127728.2431,124922.5385,121889.9084,110396.9961,101827.0622,92023.90716,89582.92362,86073.11187,82988.72812,80342.11805,80243.4649,80526.49961
125,Waste,CH4,Waste,,Industrial Landfills,3094.1561,3585.7819,4052.0548,4484.1564,3192.94536,3548.4914,4022.10334,4567.01558,4660.33859,4747.33112,4836.49349,5245.37788,5652.74649,5639.1464,5498.65825,5477.3287,5606.2978,5691.1749,5838.8831,5905.0211,5940.2947
126,Waste,CO2,Energy,Incinerated Waste,Waste Sector RDF (energy),16326.82154,16461.72536,16095.06369,13865.93863,13739.92957,11423.83354,11864.12404,16575.87475,21503.07625,8366.8487,0,0,0,0,0,0,0,0,0,0,0
127,Waste,CO2,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),8993.90389,9672.20725,9339.77788,9795.7407,10199.89081,7881.67212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Waste,CO2,Energy,Associated Incinerator Fuels,Bituminous coal,0,0,0,0,0,0,0,0,0,13452.44729,56486.66738,28810.4689,0,0,0,0,0,0,0,0,0
129,Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-steam,28667.75656,37806.96779,39772.98739,66362.62242,44623.81772,52102.79087,54257.11551,61434.96418,24888.10643,28416.96799,31509.73944,24434.46876,23284.2022,36770.59348,37052.86285,14530.20339,13106.10988,14798.25796,17142.34597,16139.44923,15549.23054
130,Waste,CO2,Energy,Associated Incinerator Fuels,Residual fuel oil,19527.39214,10413.78363,9249.81733,3751.93394,5205.65355,3884.5518,4655.86521,6147.7233,9254.77038,11217.29186,9477.65754,26152.09397,7201.73194,387.57601,0,0,0,0,0,0,0
131,Waste,CO2,Energy,Associated Incinerator Fuels,Waste solvent,0,6637.12071,11899.32,12849.26571,10459.77726,12973.63361,6937.10357,7392.51505,0,6731.30283,2044.25818,7818.30321,18633.31018,22395.59518,19230.15107,18473.94429,24036.12643,20330.08821,17655.24107,10936.875,12399.29143
132,Waste,CO2,Energy,Associated Incinerator Fuels,Propane,0,1844.6415,2296.03349,1084.76071,4679.15958,1706.40383,1643.61841,3100.88849,2000.82114,941.52216,15.42991,0,0,196.51997,37.98891,3.69541,1.57718,1.57106,0,0,0
133,Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2203.30987,1694.85375,3367.10945,3698.28387,4394.86876,3757.0388,9887.43781,3828.9006,2432.34111,2492.22594,3123.05051,1003.12744,1581.97649,7517.35432,5240.26181,2120.26204,1646.15495,2355.28176,2633.57675,2610.63973,1503.44827
134,Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,0,0,0,11.78471,69.53045,57.86444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion engine,0,0,45.1961,30.62036,95.0248,248.46556,135.02335,161.46307,164.5138,221.3479,142.93267,207.22412,272.41949,129.26085,373.43278,451.61243,469.27384,521.09747,407.48804,215.37072,157.15972
136,Waste,CO2,Energy,Waste Processing,Landfill Operations (energy),10893.7269,8697.57133,8543.12503,7979.29394,8163.54146,8471.36037,9313.46633,12371.47253,14215.59133,15886.53658,15454.63538,15880.17107,15753.30351,14639.62907,19227.64891,17545.99562,18217.94792,18047.21909,17535.11564,13691.66248,16882.93563
137,Waste,CO2,Energy,Waste Processing,Yard Waste Preprocessing (energy),675.32182,2350.13844,2766.3143,2892.03516,2955.48314,2937.7465,2937.7465,2937.7465,2937.7465,2937.7465,2937.7465,2937.7465,2937.7465,2937.7465,2937.7465,2923.05777,2882.38128,2878.99157,2878.99157,2878.99157,2878.99157
138,Waste,CO2,Energy,Waste Processing,MMSW Compost Preprocessing (energy),254.80731,445.57084,643.71901,621.11079,361.93658,422.56489,395.74327,218.46947,126.96149,139.27856,102.66294,100.79239,104.61428,120.01372,158.52476,151.29522,109.21564,109.19683,107.36978,101.85208,99.08105
139,Waste,CO2,Energy,Waste Processing,MRF (energy),3601.45223,4674.75943,5337.63085,5764.85272,6304.90627,6925.4021,7400.767,7841.95071,8252.69363,8525.30026,8886.42594,8877.03571,8986.86409,9117.20197,9495.15555,9676.63093,9671.44764,9934.05244,9951.60812,9440.09959,9337.1516
140,Waste,CO2,Energy,Waste Processing,RDF Processing (energy),2228.77855,2412.806,2489.13995,2655.63403,2591.03253,2580.77527,2616.17698,2831.77568,2902.91116,2616.87055,2573.92481,2433.12843,2638.07376,2539.80772,2474.91426,2519.38349,2238.44377,2450.19235,2373.79255,2167.43441,2075.44066
141,Waste,CO2,Energy,Waste Processing,Incinerator Ash Disposal (energy),5.24735,5.37656,5.28801,4.92416,4.9107,3.53886,2.5562,3.31548,3.7257,1.46548,0.00288,0,0,0,0,0,0,0,0,0,0
142,Waste,CO2,Energy,Waste Processing,Hazardous Waste (energy),86896.45641,79786.74634,93216.19869,75457.72287,75457.72287,78459.60046,72993.02338,38597.826,35074.61865,16266.73067,89998.5651,139014.4073,126857.6404,142307.7514,124082.3872,104143.3491,119897.446,112074.1201,117294.7012,97699.89785,109257.2845
143,Waste,CO2,Waste,,Rural Open Burning,28453.44141,27918.89999,26788.90871,26058.18692,24851.88356,23653.18754,22118.752,20547.26939,20018.38164,20829.99759,25153.52082,22856.38726,21586.71889,21207.31088,21089.4823,20669.75073,20053.37635,18598.32435,18701.48982,18440.43406,17930.36724
144,Waste,CO2,Waste,,Medical Waste Incineration,2356.74614,5717.08275,6579.20694,6556.65435,3819.69196,6448.47365,12596.99779,12133.70599,8593.45093,7608.52787,5349.06541,5692.47992,4420.30856,3607.18501,4751.42165,4651.98521,4437.73556,5622.7719,4662.95398,4605.85491,4560.11414
145,Waste,CO2,Waste,,Misc. Industrial/Comm Waste Incineration,49236.45003,51518.99059,54905.51551,54690.88586,4828.81205,2038.30156,2387.85694,2157.63263,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Waste,CO2,Waste,,Limestone use,0,0,0,0,0,0,0,0,0,0,608.12387,0,0,0,0,0,0,0,0,0,0
147,Waste,CO2,Waste,,Sequestration in demolition/construction landfills,-422196.67,-491010,-561917.13,-633593.44,-704714.31,-773955.12,-839991.25,-901498.08,-957150.99,-1005625.36,-1045596.57,-1075740,-1094731.03,-1101245.04,-1093957.41,-1071543.52,-1032678.75,-976038.48,-900298.09,-804132.96,-686218.47
148,Waste,CO,Energy,Incinerated Waste,Waste Sector RDF (energy),20.85,33.82,28.67,23.4,24.71,14.14,34.88,16.21,2.05,53.67,1.75,0,0,0,0,0,0,0,0,0,0
149,Waste,CO,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),220,1.9,25.01,25.86,26.56,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Waste,CO,Energy,Incinerated Waste,Sludge Incineration (energy),7.1,7.4,7.04,426.71,554.87,624.88,775.72,780.12,851.42,654.375,655.734,720.882,647.442,561.295,703.044,143.229,113.626,107.88,119.43,98.74,118.756
151,Waste,CO,Energy,Waste Processing,Landfill Operations (energy),56.16056,44.83869,44.04248,41.13575,42.0856,43.67251,48.01383,63.7788,73.28581,81.90005,79.67347,81.86724,81.2132,75.47186,99.12453,90.86871,95.56083,94.76688,92.0778,71.89563,88.65317
152,Waste,CO,Energy,Waste Processing,Yard Waste Preprocessing (energy),3.48149,12.1157,14.26121,14.90934,15.23644,15.145,15.145,15.145,15.145,15.145,15.145,15.145,15.145,15.145,15.145,15.13818,15.11931,15.11773,15.11773,15.11773,15.11773
153,Waste,CO,Energy,Waste Processing,MMSW Compost Preprocessing (energy),1.31361,2.29706,3.31857,3.20202,1.8659,2.17845,2.04018,1.12628,0.65453,0.71802,0.52926,0.51962,0.53932,0.61871,0.81724,0.78354,0.57288,0.5734,0.5638,0.53483,0.52028
154,Waste,CO,Energy,Waste Processing,MRF (energy),18.56661,24.09984,27.51715,29.71961,32.50376,35.70261,38.15326,40.4277,42.54521,43.95058,45.8123,45.76389,46.33009,47.00202,48.95049,50.11417,50.73083,52.16422,52.25641,49.57045,49.02987
155,Waste,CO,Energy,Waste Processing,RDF Processing (energy),11.49005,12.43877,12.83229,13.69062,13.35758,13.3047,13.48721,14.59869,14.96541,13.49078,13.26939,12.54354,13.60009,13.0935,12.75896,13.0476,11.74158,12.86609,12.46491,11.38131,10.89825
156,Waste,CO,Energy,Waste Processing,Incinerator Ash Disposal (energy),0.02705,0.02772,0.02726,0.02539,0.02532,0.01824,0.01318,0.01709,0.01921,0.00755,0.00001,0,0,0,0,0,0,0,0,0,0
157,Waste,CO,Waste,,LFG Flaring,0,0,0,0,3.79,48.42,19.97,41.2,65.25,75.59,78.1,62.83,78.16,92.331,118.94,146.15,141.765,0.73,2.14,4.14,6.14
158,Waste,CO,Waste,,Rural Open Burning,20155,25562.68828,30052.48181,34183.63293,37193.28048,39651.57791,36584,38003,39929,43182,26690,26690,24732.6,24297.9,24162.9,23682,22975.8,21308.7,21426.9,21127.8,20543.4
159,Waste,CO,Waste,,Medical Waste Incineration,0,18.66,15.24,15.04,18.7,34.4,49.59,47.86,24.97,25.46,26.65,27.76,21.56,17.594,23.237,23.27,23.27,28.02,23.22,22.97,22.617
160,Waste,CO,Waste,,Soil Roasting,0,16.77,0.63,147.43,174.2,6.64,5.58,3.93,0.5,0.67,1.248,0.11,0.409,1.006,0.738,0.58,0.85,2,1.91,1.4,2.4
161,Waste,CO,Waste,,Hazardous Waste,1.42,11,9.7,12.4,7.9,11.98,15,8.73,5.97,6.57,0.81,3.15,3.35,6.12,2.47,7.69,9.69,4.57,3.22,1.99,1.42
162,Waste,Biogenic CO2 ,Biomass,,RDF,27024.30376,27247.5978,26640.69606,22951.02795,22742.4566,18908.83336,19637.60621,27436.5389,35592.08772,13848.88419,0,0,0,0,0,0,0,0,0,0,0
163,Waste,Biogenic CO2 ,Biomass,,MMSW-mass burn,19453.39795,20789.80068,19949.65216,20189.82441,20279.75041,15111.96195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Waste,Biogenic CO2 ,Biomass,,Wood,4886.69689,11506.90094,5947.72282,3839.54756,5713.95554,13001.30365,5926.37421,4168.31616,5758.84099,2082.02322,0,0,0,0,0,0,0,0,0,0,0
165,Waste,Biogenic CO2 ,Biomass,,Dried municipal sludge,143576.2692,127593.7379,125743.1866,122399.0736,137585.7584,144632.0675,145848.4565,139700.0885,132045.8856,129490.7717,129747.8535,129199.3714,112405.1397,121980.4171,103001.1954,125545.5302,133483.7394,129954.1066,134513.9526,128213.0986,135675.9594
166,Waste,Biogenic CO2 ,Biomass,,Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.26396,564.47276,606.0234,593.76779,508.79506,561.2067
167,Waste,Biogenic CO2 ,Biomass,,LFG (energy production),12.23637,0,0,0,9370.8584,32453.79638,81349.52513,85131.3375,95656.20075,74152.49738,80071.27425,91140.62513,83273.59013,92519.34863,87042.30975,58159.134,82214.37224,85550.74022,77310.31138,81691.86386,91490.52593
168,Waste,Biogenic CO2 ,Biomass,,Rural open burning,61543.47716,60009.91824,57220.78377,53708.05887,49411.31285,45351.55288,40883.66005,36598.91629,34347.3053,34412.22038,41554.90168,37759.91966,35662.36263,35035.5612,34840.90237,34147.48437,33129.2024,30725.38215,30895.81677,30464.53932,29621.88288
169,Waste,Biogenic CO2 ,Biomass,,Commercial/industrial incineration,99143.50347,103739.6729,110558.8475,110126.6649,9723.39281,4104.36491,4808.23664,4344.65234,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Waste,Biogenic CO2 ,Biomass,,Medical waste incineration,2082.62377,5052.10646,5813.95361,5794.02419,3375.40862,5698.42642,11131.79162,10722.38711,7593.91299,6723.55018,4726.89466,5030.36528,3906.16515,3187.61919,4198.76519,4110.89459,3921.56515,4968.76527,4120.58753,4070.12988,4029.7094
171,Waste,Biogenic CO2 ,Biomass,,MMSW landfills,564125.2825,564081.857,550411.9522,535312.1876,519872.7576,504826.3698,490374.6726,477967.4979,468819.3468,462569.9719,454078.6804,448736.8492,445786.7008,444861.479,442933.5578,445810.7691,436977.461,409928.0764,386911.8358,396922.2274,411593.0251
172,Waste,Biogenic CO2 ,Biomass,,Industrial landfills,9527.09695,10828.18103,11940.79031,13211.47523,17610.96961,19572.01494,22184.26301,25189.77417,25704.50541,26184.32031,26676.10317,28931.3408,31178.21804,31103.20556,30328.33088,30210.68588,30922.02624,31390.17331,32204.87082,32569.66074,32764.21537
173,Waste,Biogenic CO2 ,Biomass,,LFG flaring,0,0,0,0,18797.762,29998.624,30695.2365,40625.797,31138.76305,60603.45721,60057.88965,45760.91981,61464.05925,75125.89763,83681.30386,105384.8934,82431.3795,62510.49278,56985.04406,61622.76724,63944.48762
174,Waste,Biogenic CO2 ,Biomass,,WWTP gas flaring,7912.45898,8030.47269,8155.78794,8292.03264,8418.03361,8536.25837,8660.22017,7944.03375,7175.7175,6366.1992,5495.48171,5761.82695,6013.6469,6261.49312,6721.129,6447.78446,6185.13204,5914.96968,5300.45692,5336.58023,5374.79512
175,Waste,Biogenic CO2 ,Biomass,,WWTP ,28087.6591,28289.94981,28512.95294,28768.72239,28983.54524,29166.71677,29364.71649,29041.40439,28680.63143,28342.26066,27922.57994,28320.72737,28639.12984,28933.88697,29355.26653,29324.51666,29372.75209,29421.76583,29244.06136,29443.36347,29654.20539
176,Residential,N2O,Energy,,Coal,0.11572,0.108,0.10029,0.09257,0.08486,0.07714,0.06943,0.06172,0.054,0.04629,0.03857,0.06768,0.09678,0.05787,0.0346,0.04388,0.03818,0.06801,0.05343,0.02254,0.02347
177,Residential,N2O,Energy,,Oil,13.79715,17.34307,14.79761,14.26737,14.94216,14.85265,16.13396,14.45864,11.50765,9.46035,10.9641,11.55059,9.71964,10.94518,12.55728,11.23095,9.20603,8.46163,9.08369,7.31847,8.6677
178,Residential,N2O,Energy,,Natural gas,11.24013,12.40969,12.01789,13.06003,12.9437,13.65566,15.18442,13.73758,11.77873,12.68804,13.79182,13.22802,14.25305,14.55882,14.00945,13.63213,12.46747,13.75803,14.94613,14.37651,13.00232
179,Residential,N2O,Energy,,Other,72.94336,68.47744,64.38368,61.03424,59.17344,57.31264,55.89843,54.88829,53.87814,52.86799,51.85784,50.84769,49.83754,48.82739,53.63414,58.44088,63.24763,68.05437,72.86112,72.86112,72.86112
180,Residential,N2O,other,,Lawn Fertilizer,59.97668,59.21099,58.95833,78.24845,77.61591,76.79112,57.09968,56.4561,57.07272,68.85233,81.32666,84.88357,89.22366,112.84766,111.83747,108.6226,108.49245,108.39456,108.92624,87.10599,107.23075
181,Residential,CH4,Energy,,Coal,23.14335,21.60046,20.05757,18.51468,16.97179,15.4289,13.88601,12.34312,10.80023,9.25734,7.71445,13.53571,19.35697,11.57441,6.92078,8.77693,7.63672,13.60291,10.68611,4.50779,4.6934
182,Residential,CH4,Energy,,Oil,269.09385,331.48111,293.97698,296.09773,306.47453,306.76282,348.48778,316.73729,244.30357,222.69068,255.4353,256.0967,222.49059,259.13136,278.69068,254.36194,216.67278,206.96419,220.3923,191.11331,210.50311
183,Residential,CH4,Energy,,Natural gas,562.00647,620.4846,600.89454,653.00175,647.18495,682.78289,759.22122,686.87915,588.93658,634.40187,689.59087,661.40088,712.65247,727.94103,700.4724,681.60664,623.37353,687.90151,747.30654,718.82546,650.11587
184,Residential,CH4,Energy,,Other,5470.75225,5135.80823,4828.77622,4577.56821,4438.0082,4298.44819,4192.38259,4116.62144,4040.8603,3965.09915,3889.338,3813.57686,3737.81571,3662.05456,4022.56039,4383.06622,4743.57204,5104.07787,5464.58369,5464.58369,5464.58369
185,Residential,CO2,Energy,,Coal,6822.7648,6367.91381,5913.06283,5458.21184,5003.36085,4548.50987,4093.65888,3638.80789,3183.95691,2729.10592,2274.25493,3990.38951,5706.52409,3412.18872,2040.27779,2587.47873,2251.34101,4010.20118,3150.31399,1328.91657,1383.63666
186,Residential,CO2,Energy,,Oil,2314113.458,2801830.532,2566921.114,2674999.569,2744134.161,2761251.241,3240680.909,2974310.892,2243990.308,2190322.774,2496567.112,2423831.173,2150785.508,2557725.545,2640257.433,2442111.796,2131007.102,1799272.933,2207058.003,1992301.518,2109144.213
187,Residential,CO2,Energy,,Natural gas,6259773.461,6910937.048,6692807.722,7273484.696,7211678.826,7606788.505,8465332.16,7652097.732,6559605.457,7066143.146,7681296.671,7367588.528,7936889.584,8107564.945,7802059.754,7593124.731,6942603.136,7661819.813,8323292.187,8006116.631,7240414.514
188,Residential,CO2,other,,"Soaps, detergents, shampoos",69830.44341,69888.40883,69951.333,74030.1213,78086.31938,82095.9005,86181.2867,90196.38987,92275.88372,88650.41926,86734.91387,92493.26802,98033.30507,95865.76545,93668.9854,93320.67295,91298.54266,91164.15523,91018.76058,91639.06537,92295.28647
189,Residential,CO2,other,,Food additives,11638.40724,11648.06814,11658.5555,11688.96652,11712.94791,13682.65008,13710.65925,13725.53759,13743.21672,13790.06522,13492.09771,11561.6585,13455.55168,13421.20716,15292.89558,15236.02824,15216.42378,15194.02587,15169.79343,15273.17756,15382.54775
190,Residential,CO2,other,,Carbon sequestration in housing units,-999076.6343,-871518.8405,-780007.9619,-757798.8096,-768893.8304,-732288.153,-728443.4178,-802324.2198,-763999.297,-766385.0552,-763037.0827,-394311.8413,-1217939.864,-1296538.355,-1676193.62,-1963855.065,-1082217.016,-473107.4263,-436449.7234,-170473.0448,-473837.3526
191,Residential,CO,Energy,,Coal,0.93188,0.79134,0.78458,0.68646,0.6447,0.57362,0.46744,0.4311,0.41382,0.67048,0.51144,0.93788,1.17122,0.6655,0.40871,0.53779,0.54534,0.94826,0.72446,0.32058,0.35957
192,Residential,CO,Energy,,Oil,403.86052,442.03889,437.58532,437.44311,458.3511,452.22972,485.8907,464.17878,381.42093,719.31456,749.02822,752.63435,586.88275,667.51732,698.67714,673.38088,689.97579,662.64946,682.12183,653.58188,736.77866
193,Residential,CO,Energy,,Natural gas,1433.20759,1439.66977,1488.6301,1533.37043,1557.0042,1607.69666,1618.64186,1519.39012,1429.16525,2910.01496,2895.46034,2902.42777,2730.92688,2650.79804,2619.89501,2645.06219,2819.30278,3037.06923,3208.66372,3237.60754,3154.37178
194,Residential,CO,Energy,,Other,83765,83445.33333,83125.66667,82806,82486.33333,82166.66667,81847,81847,81847,81847,87917,87917,79585.9187,79585.9187,79585.9187,79585.9187,93791.3858,107996.8529,122202.32,122202.32,122202.32
195,Residential,Ethane,Energy,,Other,343,322,302.75,287,278.25,269.5,262.85,258.1,253.35,248.6,243.85,239.1,234.35,229.6,252.20265,274.8053,297.40795,320.0106,342.61325,342.61325,342.61325
196,Residential,HFC-134a,Energy,,Refrigeration,0,0,0,0,0.06885,0.14,0.21348,0.28926,0.36642,0.44401,0.52202,0.60045,0.7329,0.87017,1.01226,1.15917,1.1901,1.2166,1.2461,1.26151,1.28621
197,Residential,HFC-134a,Energy,,Air conditioning,,,,,,,,,,,,0,0,0.00063,0.0023,0.00476,0.00673,0.00873,0.0108,0.013,0.01456
198,Residential,HFC-32,Energy,,Air conditioning,,,,,,,,,,,,0.09816,0.34158,0.72269,1.34845,2.06221,5.48815,10.64297,17.09579,24.71527,29.80076
199,Residential,HFC-125,Energy,,Air conditioning,,,,,,,,,,,,0.09816,0.34158,0.72269,1.34845,2.06221,5.48815,10.64297,17.09579,24.71527,29.80076
200,Residential,Biomass CO2,Biomass,,Solid biomass,2227867.39,2091467.345,1966433.971,1864133.938,1807300.586,1750467.235,1707273.887,1676421.496,1645569.105,1614716.714,1583864.323,1553011.933,1522159.542,1491307.151,1638116.792,1784926.433,1931736.074,2078545.714,2225355.355,2225355.355,2225355.355
201,Industrial,N2O,Energy,Stationary source,Coal,28.08052,32.36215,43.9875,52.35645,55.46688,49.0815,42.19563,46.69612,43.25009,52.34042,56.68467,36.8185,33.18534,36.47343,39.48534,41.09963,42.93766,44.20385,45.70893,29.3583,31.89154
202,Industrial,N2O,Energy,Stationary source,Oil,25.52369,17.25519,17.14875,17.63886,19.53407,18.2847,23.64976,24.27295,24.54268,23.40324,26.40801,27.13783,25.86829,25.63079,27.78377,27.32773,24.95709,22.41728,26.72679,22.39744,25.90307
203,Industrial,N2O,Energy,Stationary source,Natural gas,9.2836,9.77126,9.84359,10.34579,9.9964,11.25988,10.92004,11.43666,11.15489,11.11302,11.24721,9.78989,10.08454,10.0009,10.23516,10.06423,10.96198,12.11911,15.41088,13.84072,16.75107
204,Industrial,N2O,Energy,Stationary source,Other,55.56808,60.30822,90.67033,73.18245,63.17609,64.58177,65.52216,64.62366,68.55729,71.77728,70.65271,81.42171,80.80898,77.90292,83.68156,85.99831,93.08708,90.41839,84.81655,52.37122,65.09325
205,Industrial,N2O,Energy,Off-highway vehicle,Oil,13.78654,13.36155,11.91633,12.25419,12.89134,15.80335,19.19322,15.80612,15.47313,15.93698,14.46555,18.20951,20.10146,25.53262,24.65045,24.16669,19.5008,17.55521,23.04297,13.98442,16.70435
206,Industrial,N2O,Energy,Off-highway vehicle,Other,0.01519,0.02342,0.03256,0.06511,0.07156,0.09286,0.08345,0.10833,0.11205,0.05762,0.0598,0.2226,0.25176,0.29294,0.31545,0.3916,0.57627,0.41932,0.54254,0.6033,0.86922
207,Industrial,CH4,Energy,Stationary source,Coal,187.20349,215.74769,293.25,349.043,369.77922,327.20997,281.30418,311.3075,288.33393,348.93614,377.8978,245.45669,221.23558,243.15623,263.23561,273.99753,286.25107,294.69235,304.72617,195.722,212.61027
208,Industrial,CH4,Energy,Stationary source,Oil,161.43927,159.29162,164.33281,159.92631,171.95287,172.66704,146.18554,150.0171,150.35537,142.66097,163.54205,172.73647,163.29897,159.06572,169.11326,166.30619,153.29851,139.20741,172.0577,147.74356,163.21534
209,Industrial,CH4,Energy,Stationary source,Natural gas,92.83601,97.71259,98.43586,103.45793,99.96404,112.59876,109.20041,114.36663,111.54892,111.13024,112.47211,97.8989,100.84536,100.00905,102.35156,100.6423,109.61985,121.19112,154.10879,138.40724,167.51074
